f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,pk
Norris,Spies,M,907,767-3714,GIRDWOOD,AK,99587,S,Y,75000,0.0,0,0,0,56422
Adriano,Puryear,F,256,770-7136,DOZIER,AL,36028,M,Y,90000,5.0,0,3000,300,56428
Jagoda,Hopewell,M,863,602-9518,MILTON,FL,32570,M,N,65000,0.0,0,0,0,56463
Krishnamurthy,Thies,F,352,779-7202,INVERNESS,FL,34453,M,N,15000,0.0,0,0,0,56516
Ville,Nagasaka,M,228,942-7194,CHATAWA,MS,39632,M,N,10000,5.0,0,12000,0,56568
Venkatesan,Deineko,M,541,943-8478,SALEM,OR,97310,M,Y,60000,9.0,0,318,159,56573
Jay,Ananiadou,F,907,399-6511,EMMONAK,AK,99581,M,N,30000,0.0,0,0,0,56642
Madhan,Deogon,M,435,847-5410,OREM,UT,84058,M,N,15000,7.0,0,4950,0,56645
Ravindra,Court,F,931,762-2361,TIGRETT,TN,38070,M,N,40000,0.0,0,0,0,56693
Hiromitsu,Christianini,F,228,815-3191,SOSO,MS,39480,S,Y,5000,3.0,6000,0,1500,56709
Shinkyu,Otterbein,F,775,708-6437,LAS VEGAS,NV,89113,M,Y,10000,0.0,0,0,0,56715
Tiago,Metha,F,501,933-1491,CARTHAGE,AR,71725,S,Y,75000,7.0,20,0,20,56756
Randolph,Ojjeh,M,573,500-1188,ROTHVILLE,MO,64676,S,N,80000,6.0,2100,0,0,56794
Anind,Ullmer,M,775,272-4657,PAHRUMP,NV,89041,S,Y,35000,0.0,0,0,0,56845
Maire,Weinand,M,772,637-8945,TAMPA,FL,33623,M,Y,75000,0.0,0,0,0,56850
Mengchu,Rosinski,M,864,322-5155,GLENDALE,SC,29346,S,N,25000,7.0,3300,0,0,56870
Wagner,Klingemann,F,769,821-3733,MIDNIGHT,MS,39115,M,N,5000,3.0,0,12000,0,56903
Aelmut,Tomic,M,307,768-6516,EVANSTON,WY,82931,S,N,60000,0.0,0,0,0,56918
Ramarathnam,Moorman,M,618,578-2884,DALLAS CITY,IL,62330,M,N,50000,3.0,0,4000,0,56935
Dirceu,Cassel,M,606,169-9833,LEXINGTON,KY,40505,S,Y,100000,6.0,20,0,20,57031
Tuval,Zykh,M,931,249-7721,MEMPHIS,TN,38133,S,N,60000,0.0,0,0,0,57037
Masadi,Sandoz,F,228,647-4414,LULA,MS,38644,M,N,20000,5.0,0,12000,0,57062
Mirka,Altiok,M,205,263-6579,MONTGOMERY,AL,36117,M,Y,100000,5.0,0,3000,300,57063
Ric,Cherinka,M,307,171-5371,DUBOIS,WY,82513,M,N,60000,0.0,0,0,0,57124
Renato,Lanteri,F,630,347-4028,ARLINGTON HEIGHTS,IL,60004,S,Y,90000,3.0,2000,0,2000,57157
Madhav,Ketz,M,253,690-7039,WILBUR,WA,99185,M,N,45000,0.0,0,0,0,57184
Alois,Lebowitz,M,334,406-7363,FRANKVILLE,AL,36538,S,Y,75000,5.0,1500,0,300,57211
Hee,Kogan,M,636,669-7658,SAINT LOUIS,MO,63129,M,Y,40000,6.0,0,4200,1200,57234
Premal,Gracer,F,605,591-5691,CHAMBERLAIN,SD,57326,M,Y,40000,0.0,0,0,0,57252
Prabhu,Hotzel,M,228,935-3194,COLUMBUS,MS,39702,M,N,50000,5.0,0,12000,0,57280
Alica,Bazgan,F,912,743-1859,COLQUITT,GA,39837,M,Y,25000,6.0,0,5400,3000,57345
Oystein,Upadhyaya,M,307,891-3627,GUERNSEY,WY,82214,M,N,85000,0.0,0,0,0,57445
Katsumi,Jelasity,F,775,517-9219,LAS VEGAS,NV,89110,M,N,10000,0.0,0,0,0,57482
Gurjeet,Mellouli,M,754,624-9395,GRETNA,FL,32332,S,Y,85000,0.0,0,0,0,57517
Fatemeh,Kerm,F,907,684-8498,PILOT POINT,AK,99649,S,N,35000,0.0,0,0,0,57570
Scott,Kubiatowicz,F,985,860-7163,POLLOCK,LA,71467,M,Y,35000,6.0,0,9000,1000,57626
Tateaki,Feinberg,F,225,676-3591,ALEXANDRIA,LA,71306,S,Y,25000,6.0,4500,0,1000,57647
Tsutomu,McNaught,F,907,541-9765,WHITTIER,AK,99693,S,N,5000,0.0,0,0,0,57697
Henke,Weisert,M,702,955-5341,LAS VEGAS,NV,89118,S,Y,30000,0.0,0,0,0,57699
Hiromi,Ro;dl,F,509,348-6003,TACOMA,WA,98445,S,N,5000,0.0,0,0,0,57703
Achille,Murai,F,870,642-8705,CALICO ROCK,AR,72519,M,N,30000,7.0,0,40,0,57704
Till,Kawakami,F,931,705-7856,FALL BRANCH,TN,37656,M,N,65000,0.0,0,0,0,57710
Gunes,Schachtel,F,702,500-6630,DENIO,NV,89404,M,N,25000,0.0,0,0,0,57744
Egbert,Reid,M,907,249-5620,FORT GREELY,AK,99731,M,Y,25000,0.0,0,0,0,57775
Bartlomiej,Drenick,F,907,685-1910,NIKISKI,AK,99635,M,Y,75000,0.0,0,0,0,57819
Hyuk,Spampinato,M,228,564-6750,BENTONIA,MS,39040,M,N,60000,5.0,0,12000,0,57833
Sugwoo,Vinter,M,251,670-5076,MONTGOMERY,AL,36118,M,Y,50000,5.0,0,3000,300,57879
Cornelis,Wolovich,F,605,842-3985,KAYLOR,SD,57354,M,N,75000,0.0,0,0,0,57894
Abrajit,Muldner,M,202,906-8720,WASHINGTON,DC,20528,S,N,30000,9.0,1370,0,0,57903
Yuko,Landvogt,F,832,417-6673,SAN ANTONIO,TX,78215,M,N,25000,0.0,0,0,0,57924
Georghios,Brummer,F,770,306-9658,ATLANTA,GA,31150,S,Y,35000,6.0,2700,0,3000,57939
Yoshikazu,Emery,M,307,916-6359,BUFORD,WY,82052,M,N,65000,0.0,0,0,0,58062
Gio,Bustard,F,605,495-6346,WHITE RIVER,SD,57579,M,N,60000,0.0,0,0,0,58102
Evangeline,Ramalingam,M,901,959-8696,BRENTWOOD,TN,37024,S,N,30000,0.0,0,0,0,58110
Gordon,Vodislav,F,304,317-6219,BREEDEN,WV,25666,M,N,10000,3.0,0,4000,0,58117
Youssef,Sugiura,M,662,783-7596,VALLEY PARK,MS,39177,M,Y,45000,5.0,0,12000,1500,58136
Simonas,Graef,F,775,536-7439,ELY,NV,89301,S,Y,65000,0.0,0,0,0,58193
Kerim,Hoede,M,605,740-9689,CAVOUR,SD,57324,M,Y,95000,0.0,0,0,0,58195
Valentin,Vershinin,F,318,492-3017,SLAGLE,LA,71475,S,N,45000,6.0,4500,0,0,58225
Dershung,Castel,M,352,280-3613,HOLLYWOOD,FL,33021,M,N,5000,0.0,0,0,0,58244
Marko,Banerji,F,754,603-1162,JACKSONVILLE,FL,32209,M,N,50000,0.0,0,0,0,58262
Mazen,Kuszyk,F,425,960-7011,PALISADES,WA,98845,M,Y,5000,0.0,0,0,0,58346
Takayuki,Marefat,M,202,138-4305,WASHINGTON,DC,20421,M,Y,60000,9.0,0,2740,1370,58347
Yutaka,Verster,M,870,393-8365,PERRY,AR,72125,M,N,90000,7.0,0,40,0,58373
Seyed,Kingdon,M,253,300-6481,TACOMA,WA,98404,S,N,35000,0.0,0,0,0,58391
Ali,Pietra,M,907,853-5966,COFFMAN COVE,AK,99918,S,Y,75000,0.0,0,0,0,58441
Venkatar,Junnemann,M,702,479-1463,PAHRUMP,NV,89048,S,N,15000,0.0,0,0,0,58604
Geng,Kitano,M,352,219-4732,VENUS,FL,33960,M,N,45000,0.0,0,0,0,58700
Sudha,Nemeti,F,775,606-2389,LAS VEGAS,NV,89101,S,N,10000,0.0,0,0,0,58701
Anandeep,Sramek,F,334,202-8488,TUSCALOOSA,AL,35401,M,N,25000,5.0,0,3000,0,58725
Wieb,Yemeni,F,304,240-3323,HEDGESVILLE,WV,25427,M,Y,10000,3.0,0,4000,2000,58749
Enver,Weidenbach,M,865,963-5386,OOLTEWAH,TN,37363,S,Y,65000,0.0,0,0,0,58764
Eljas,Lewandowski,M,775,213-3531,LAS VEGAS,NV,89147,S,N,70000,0.0,0,0,0,58771
Barradas,Guha,F,239,879-3393,MIAMI,FL,33177,M,N,10000,0.0,0,0,0,58820
Matilde,Aritsugi,M,229,694-4674,FARMINGTON,GA,30638,S,Y,100000,6.0,2700,0,3000,58826
Koichi,Seneviratne,F,217,218-3549,TRILLA,IL,62469,S,N,90000,3.0,2000,0,0,58928
Sanko,Ireland,F,360,601-1532,SEATTLE,WA,98132,M,Y,90000,0.0,0,0,0,58939
Raouf,Nose,M,202,781-9555,WASHINGTON,DC,20211,M,N,35000,9.0,0,2740,0,58955
Anurag,Macnee,M,251,327-9389,GULF SHORES,AL,36542,S,N,70000,5.0,1500,0,0,58980
Eduard,Axelband,F,775,553-2561,LAS VEGAS,NV,89134,M,N,90000,0.0,0,0,0,59013
Arash,Antonellis,F,479,453-2141,DIERKS,AR,71833,M,N,70000,7.0,0,40,0,59026
Haiyan,Shooman,M,769,655-4549,JACKSON,MS,39206,S,Y,50000,5.0,6000,0,1500,59058
Yumi,Gils,F,251,844-4017,ELKMONT,AL,35620,M,Y,50000,5.0,0,3000,300,59123
Srecko,Scofield,M,864,991-3789,OKATIE,SC,29909,M,N,85000,7.0,0,6600,0,59145
Subhasis,McCluskey,M,312,278-3778,MOUNT OLIVE,IL,62069,M,N,35000,3.0,0,4000,0,59150
Danae,Kantner,F,314,390-9284,CAMPBELL,MO,63933,S,Y,25000,6.0,2100,0,1200,59157
Partick,Prats,M,863,474-8709,DEBARY,FL,32713,S,N,40000,0.0,0,0,0,59166
Pierrette,Lambert,M,504,439-5935,BETHANY,LA,71007,S,Y,70000,6.0,4500,0,1000,59181
Wouter,Khouja,F,251,280-2263,MONTROSE,AL,36559,S,Y,25000,5.0,1500,0,300,59212
Kellogg,Masulis,F,202,846-8255,WASHINGTON,DC,20088,S,Y,100000,9.0,1370,0,1370,59231
Paul,Purna,M,314,244-4133,VULCAN,MO,63675,M,Y,35000,6.0,0,4200,1200,59241
Dominic,Hoepner,M,479,878-9594,KENSETT,AR,72082,S,Y,65000,7.0,20,0,20,59338
Arup,Port,M,504,892-9955,BELMONT,LA,71406,S,Y,70000,6.0,4500,0,1000,59353
Dolors,Gajiwala,F,843,603-5119,ANDERSON,SC,29622,S,N,60000,7.0,3300,0,0,59364
Laks,Weerasinghe,F,605,958-8319,TORONTO,SD,57268,S,Y,75000,0.0,0,0,0,59394
Limsson,Lettang,F,307,254-8741,BASIN,WY,82410,M,N,60000,0.0,0,0,0,59416
Oscar,O'Dunlaing,F,702,167-5592,GOLDFIELD,NV,89013,M,Y,50000,0.0,0,0,0,59419
Mario,McClure,M,801,889-3998,SCIPIO,UT,84656,M,Y,45000,7.0,0,4950,2475,59422
Ciprian,Brogi,F,229,967-5867,ATLANTA,GA,30307,M,Y,70000,6.0,0,5400,3000,59425
Yukuo,Schnabel,F,214,740-7929,HOUSTON,TX,77015,M,N,85000,0.0,0,0,0,59447
Yukihiro,Back,M,501,586-1935,LITTLE ROCK,AR,72225,M,N,70000,7.0,0,40,0,59481
Michalis,Bernfeld,F,605,414-5310,FAIRFAX,SD,57335,M,Y,15000,0.0,0,0,0,59535
Hantak,Kuivila,F,202,323-2350,WASHINGTON,DC,20420,S,N,75000,9.0,1370,0,0,59536
Kingsley,Cappi,F,775,690-5016,LAS VEGAS,NV,89199,S,Y,20000,0.0,0,0,0,59542
Aito,Musha,F,503,527-6093,PORTLAND,OR,97230,M,N,25000,9.0,0,318,0,59543
Boris,Class,F,702,204-4763,LAS VEGAS,NV,89128,M,N,80000,0.0,0,0,0,59560
Vishweshwar,Skordev,M,334,366-2779,GADSDEN,AL,35907,S,N,40000,5.0,1500,0,0,59568
Tandy,Luger,F,256,476-5892,OZARK,AL,36361,M,Y,80000,5.0,0,3000,300,59574
Germain,Brynielsson,F,865,948-5917,COVINGTON,TN,38019,S,N,35000,0.0,0,0,0,59603
Nich,Terwiesch,M,605,413-8587,OLIVET,SD,57052,S,N,90000,0.0,0,0,0,59635
Josephus,Sherman,M,417,137-4642,COMMERCE,MO,63742,M,Y,45000,6.0,0,4200,1200,59665
Viktoria,Gershman,M,678,258-3324,GOOD HOPE,GA,30641,M,Y,80000,6.0,0,5400,3000,59706
Rajat,Monteverde,M,224,574-5193,DUNFERMLINE,IL,61524,S,Y,40000,3.0,2000,0,2000,59726
Jaihie,Felcyn,F,217,311-3955,SAVOY,IL,61874,S,Y,80000,3.0,2000,0,2000,59741
Leslie,Palensky,F,251,276-7029,MOBILE,AL,36617,M,Y,5000,5.0,0,3000,300,59743
Rob,Kehl,M,769,749-6958,ITTA BENA,MS,38941,S,N,45000,5.0,6000,0,0,59767
Elod,Kain,F,337,868-6514,NEW ORLEANS,LA,70162,M,Y,10000,2.0,0,9000,1000,59845
Abdoulaye,Semmler,M,907,276-4512,KWETHLUK,AK,99621,S,N,95000,0.0,0,0,0,59850
Peer,Dietz,F,803,108-2855,SALLEY,SC,29137,S,N,85000,7.0,3300,0,0,59862
Kazue,Delugach,F,541,945-8649,IDANHA,OR,97350,M,Y,100000,9.0,0,318,159,59869
Paramsothy,Cejtlin,F,202,606-6814,WASHINGTON,DC,20082,S,N,30000,9.0,1370,0,0,59957
Maja,Fouks,F,786,929-1122,WINTER PARK,FL,32790,S,Y,90000,0.0,0,0,0,59966
Hidehiko,Welcome,F,775,752-5039,GARDNERVILLE,NV,89460,M,Y,65000,0.0,0,0,0,60005
Kengo,Vanegas,F,731,635-8821,NOLENSVILLE,TN,37135,M,Y,40000,0.0,0,0,0,60007
Deepak,Nori,M,901,288-4267,MOUNT CARMEL,TN,37645,S,Y,40000,0.0,0,0,0,60124
Hagbae,Karl,M,618,868-8715,SEATON,IL,61476,S,N,15000,3.0,2000,0,0,60125
Timon,Mezei,F,253,637-3168,VAUGHN,WA,98394,M,N,65000,0.0,0,0,0,60127
Brain,Laplante,M,870,817-3887,FORT SMITH,AR,72905,S,N,50000,7.0,20,0,0,60172
Laszlo,Maclin,M,702,607-1544,NORTH LAS VEGAS,NV,89084,M,Y,15000,0.0,0,0,0,60224
Jiarong,Woycyznski,M,305,421-4258,JACKSONVILLE,FL,32218,M,Y,100000,0.0,0,0,0,60251
Zhimin,Savaram,M,205,709-2980,JEFFERSON,AL,36745,S,Y,100000,5.0,1500,0,300,60297
Sujata,Heikes,F,806,276-6030,DALLAS,TX,75201,S,N,100000,0.0,0,0,0,60301
Xinying,Krivanek,M,312,927-1904,PEORIA,IL,61656,M,N,95000,3.0,0,4000,0,60305
Ivor,Panagopoulos,M,931,272-5292,CHATTANOOGA,TN,37404,S,Y,25000,0.0,0,0,0,60323
Oriol,Fouchal,F,205,246-9420,KIMBERLY,AL,35091,M,N,25000,5.0,0,3000,0,60349
Cary,Shikarpur,F,775,945-2953,BOULDER CITY,NV,89006,S,Y,50000,0.0,0,0,0,60362
Masumi,Majetic,M,228,321-4015,MERIGOLD,MS,38759,M,N,100000,5.0,0,12000,0,60511
Garo,Milosavljevic,M,731,604-3885,LENOIR CITY,TN,37772,S,Y,100000,0.0,0,0,0,60540
Reind,Zuidweg,F,361,899-2203,POTTSVILLE,TX,76565,M,Y,85000,0.0,0,0,0,60568
Solveig,Birjandi,F,541,648-1936,SWEET HOME,OR,97386,M,Y,25000,9.0,0,318,159,60585
Xien,Masuhara,M,281,613-9924,MILLICAN,TX,77866,M,N,85000,0.0,0,0,0,60592
Brigid,Halliwell,F,601,643-8842,BYRAM,MS,39272,S,Y,45000,5.0,6000,0,1500,60610
Wiiliam,Leahy,F,773,328-6899,WALNUT HILL,IL,62893,M,Y,100000,3.0,0,4000,2000,60638
Koji,Halpern,F,503,981-4279,PORTLAND,OR,97240,M,N,35000,9.0,0,318,0,60643
Jacqueline,Pantano,F,907,890-5428,WILLOW,AK,99688,S,N,80000,0.0,0,0,0,60701
Andrea,Roison,F,865,328-3252,CEDAR GROVE,TN,38321,S,N,55000,0.0,0,0,0,60703
Wassili,Abe,F,775,406-9971,LAS VEGAS,NV,89135,M,N,45000,0.0,0,0,0,60713
Kehsiung,Musto,F,718,499-5800,BUCHANAN,NY,10511,S,Y,5000,4.0,0,0,1000,60723
Audrey,Rivieres,M,479,349-3586,WEST HELENA,AR,72390,M,Y,75000,7.0,0,40,20,60741
Nasir,Moharir,F,907,135-6340,LARSEN BAY,AK,99624,M,Y,30000,0.0,0,0,0,60759
Lassaad,Powley,M,307,481-6869,SUPERIOR,WY,82945,S,Y,5000,0.0,0,0,0,60825
Nickolas,Exarkhopoulo,M,512,869-4409,ARGYLE,TX,76226,S,N,20000,0.0,0,0,0,60847
Vicenzo,Heimdahl,M,307,600-4856,MANVILLE,WY,82227,S,Y,30000,0.0,0,0,0,60939
Kenton,Parkin,M,504,446-8240,BASTROP,LA,71221,M,Y,60000,6.0,0,9000,1000,60941
Youngsong,Kessler,M,478,646-9661,BUFORD,GA,30518,M,Y,50000,6.0,0,5400,3000,60957
Panduranga,Sucheston,F,409,830-8041,PLANO,TX,75024,M,N,45000,0.0,0,0,0,60996
Karama,Parnes,M,912,592-1223,MILAN,GA,31060,S,Y,25000,6.0,2700,0,3000,61039
Rafai,Zolla,M,386,352-6640,PORT ORANGE,FL,32123,S,N,15000,0.0,0,0,0,61048
Sander,Pearson,M,478,877-6412,WILEY,GA,30581,S,Y,40000,6.0,2700,0,3000,61057
Tilak,Ressouche,M,307,708-1924,BEULAH,WY,82712,M,N,20000,0.0,0,0,0,61132
Bruno,Hilburn,M,903,271-7157,FORT WORTH,TX,76135,M,N,55000,0.0,0,0,0,61162
Geert,Wiederhold,M,931,252-3260,MEMPHIS,TN,38177,S,Y,60000,0.0,0,0,0,61164
Kosaburo,Legato,M,307,115-5295,CHEYENNE,WY,82006,S,N,5000,0.0,0,0,0,61235
Dante,Brancadori,M,864,193-3046,JOHNSONVILLE,SC,29555,M,Y,100000,7.0,0,6600,3300,61236
Houman,Newstetter,F,801,548-8488,PROVO,UT,84602,S,Y,10000,7.0,2475,0,2475,61250
Kuninobu,Recio,F,702,845-3757,LAS VEGAS,NV,89137,S,Y,35000,0.0,0,0,0,61266
Katashi,Kamp,M,239,501-7542,KEY WEST,FL,33040,S,Y,90000,0.0,0,0,0,61295
Boutros,Syrjanen,F,971,785-2341,PORTLAND,OR,97267,S,Y,40000,9.0,159,0,159,61352
Fumitake,Buskens,F,907,285-2230,TRAPPER CREEK,AK,99683,M,Y,35000,0.0,0,0,0,61359
Mukesh,Meinke,M,605,633-2457,TULARE,SD,57476,S,Y,35000,0.0,0,0,0,61484
Jonghyun,Junker,M,847,795-2517,EAST SAINT LOUIS,IL,62201,M,N,45000,3.0,0,4000,0,61492
Zena,Yaoi,F,432,695-8404,BROWNSBORO,TX,75756,S,N,65000,0.0,0,0,0,61535
Tetsuo,Girona,F,305,533-5935,PALMDALE,FL,33944,M,Y,20000,0.0,0,0,0,61570
Narao,Usery,M,307,273-3702,MANDERSON,WY,82432,M,N,5000,0.0,0,0,0,61597
Rebecca,Raufmann,M,337,570-5555,BRITTANY,LA,70718,M,Y,40000,6.0,0,9000,1000,61625
Najmi,Shimasaki,F,971,844-4941,CRAWFORDSVILLE,OR,97336,M,Y,60000,9.0,0,318,159,61649
Johanne,Buehler,F,907,416-5656,RAMPART,AK,99767,S,N,45000,0.0,0,0,0,61690
Krister,Demiroz,M,662,655-2286,HOLLY SPRINGS,MS,38635,S,Y,95000,5.0,6000,0,1500,61692
Yehuda,Cristoforetti,M,228,250-3767,SUMRALL,MS,39482,S,N,45000,5.0,6000,0,0,61757
Grigoris,Moshman,F,769,398-7100,TAYLORSVILLE,MS,39168,S,Y,45000,5.0,6000,0,1500,61795
Manuela,Carls,M,770,664-1196,MILLEDGEVILLE,GA,31059,M,Y,85000,6.0,0,5400,3000,61840
Hidetaka,Bhaskar,F,281,611-6605,HOUSTON,TX,77065,S,Y,65000,0.0,0,0,0,61908
Miquel,Remy,F,337,899-4504,MORSE,LA,70559,M,Y,90000,6.0,0,9000,1000,61916
Dian,Banare,M,706,734-5914,MAXEYS,GA,30671,M,N,15000,6.0,0,5400,0,61937
Indradeep,Schiettecatte,F,706,897-2128,MIDWAY,GA,31320,S,N,30000,6.0,2700,0,0,61950
Khanh,Mussard,M,321,378-6967,ORLANDO,FL,32828,S,N,80000,0.0,0,0,0,61955
Yurii,Holbrook,F,417,871-7718,MC GIRK,MO,65055,S,N,85000,6.0,2100,0,0,62001
Jonas,Bultermann,M,334,821-8897,COOK SPRINGS,AL,35052,S,Y,60000,5.0,1500,0,300,62016
Xiahua,Tuminaro,F,360,176-4396,ISSAQUAH,WA,98027,M,N,85000,0.0,0,0,0,62125
Linus,Goke,F,864,414-4606,CLEMSON,SC,29633,M,N,100000,7.0,0,6600,0,62153
Jinhui,Willamowski,F,509,278-9599,OTIS ORCHARDS,WA,99027,S,Y,35000,0.0,0,0,0,62195
Zhixi,Gennip,M,425,339-2253,HOODSPORT,WA,98548,S,N,80000,0.0,0,0,0,62273
Itzhak,Haumacher,M,769,402-5398,FLOWOOD,MS,39232,M,N,10000,5.0,0,12000,0,62298
Graziano,Pivkina,M,307,204-5345,TETON VILLAGE,WY,83025,S,N,25000,0.0,0,0,0,62304
Renator,Renault,F,907,458-3131,KALTAG,AK,99748,M,N,20000,0.0,0,0,0,62329
Fehmina,Lukose,M,202,392-7978,WASHINGTON,DC,20463,M,Y,60000,9.0,0,2740,1370,62331
Siddhartha,Riexinger,F,307,932-7742,WRIGHT,WY,82732,M,N,90000,0.0,0,0,0,62402
Eamonn,Casaubieilh,M,206,216-8744,PRESTON,WA,98050,S,N,80000,0.0,0,0,0,62433
Sava,Lidstone,M,907,540-5644,KENAI,AK,99611,M,N,85000,0.0,0,0,0,62480
Raymund,Hochsprung,M,325,872-2035,LOPENO,TX,78564,M,N,100000,0.0,0,0,0,62516
Dimitros,Flint,F,601,214-4883,NORTH CARROLLTON,MS,38947,M,N,35000,5.0,0,12000,0,62575
Ashwini,Kogut,F,769,435-4332,GOODMAN,MS,39079,S,Y,30000,5.0,6000,0,1500,62579
Tahsin,Tofts,M,769,611-3416,MOSS,MS,39460,S,N,70000,5.0,6000,0,0,62599
Lotfi,Ukkonen,F,605,261-3753,STEPHAN,SD,57346,M,N,90000,0.0,0,0,0,62602
Badrinath,Beauvieux,M,503,938-4776,COLUMBIA CITY,OR,97018,S,Y,55000,9.0,159,0,159,62657
Yuguo,Thallinger,F,971,279-6202,PORTLAND,OR,97206,S,N,35000,9.0,159,0,0,62740
TuBao,Kleibomer,M,423,106-7809,MONROE,TN,38573,M,Y,30000,0.0,0,0,0,62764
Aemilian,Gawecki,M,229,447-2401,MATTHEWS,GA,30818,M,Y,15000,6.0,0,5400,3000,62845
Zeynep,Maguire,M,769,652-7563,LONG BEACH,MS,39560,S,N,80000,5.0,6000,0,0,62852
Tonny,Graeb,M,775,572-8913,HIKO,NV,89017,M,N,25000,0.0,0,0,0,62927
Boyko,Seaborn,M,954,207-8249,GIBSONTON,FL,33534,S,Y,15000,0.0,0,0,0,62943
Xing,Kalefeld,M,843,467-5267,AIKEN,SC,29804,M,Y,30000,7.0,0,6600,3300,62954
Heekyoung,Cassez,F,907,463-1400,KODIAK,AK,99697,M,Y,85000,0.0,0,0,0,62976
Zoubin,Emele,F,605,529-7116,TRIPP,SD,57376,M,Y,5000,0.0,0,0,0,63008
Jesas,Aboulnasr,F,435,804-6274,TOQUERVILLE,UT,84774,S,N,20000,7.0,2475,0,0,63016
Shelli,Schwertel,M,907,655-6592,CHEVAK,AK,99563,M,Y,95000,0.0,0,0,0,63017
Daphne,Garnham,F,772,286-1497,OCOEE,FL,34761,S,Y,70000,0.0,0,0,0,63029
Junxin,Heeffer,M,605,520-2729,HOT SPRINGS,SD,57747,S,N,85000,0.0,0,0,0,63043
Habiba,Gluck,M,801,408-6022,SAINT GEORGE,UT,84791,S,N,20000,7.0,2475,0,0,63101
Niklaus,Lanteri,M,435,649-4228,MIDVALE,UT,84047,S,Y,20000,7.0,2475,0,2475,63105
Hyungjeong,Denny,M,702,830-5868,GOLDFIELD,NV,89013,M,Y,20000,0.0,0,0,0,63121
Karama,Wiggers,M,606,612-1657,MARTHA,KY,41159,M,N,85000,6.0,0,40,0,63127
Prasan,Stepoway,M,509,848-2469,TWISP,WA,98856,S,Y,75000,0.0,0,0,0,63151
Christine,Warschko,F,815,281-9698,BUCKLEY,IL,60918,M,Y,75000,3.0,0,4000,2000,63165
Travis,Purao,F,754,379-1787,WEST PALM BEACH,FL,33417,S,Y,30000,0.0,0,0,0,63223
Ekawit,Calingaert,M,307,569-8941,BIG HORN,WY,82833,M,N,20000,0.0,0,0,0,63233
Shinin,Beshers,M,971,461-3952,SCIO,OR,97374,S,Y,65000,9.0,159,0,159,63247
Nariman,Merges,F,907,488-4260,UNALAKLEET,AK,99684,S,N,90000,0.0,0,0,0,63274
Manibrata,Gool,M,702,758-5357,DUCKWATER,NV,89314,S,N,85000,0.0,0,0,0,63311
Zarka,Kislenkov,M,307,379-4533,HUNTLEY,WY,82218,M,N,100000,0.0,0,0,0,63404
Batya,Meerbergen,F,706,431-5002,PINE MOUNTAIN VALLEY,GA,31823,M,Y,25000,6.0,0,5400,3000,63422
Fadila,Desprez,F,479,906-5332,HARRISON,AR,72602,M,Y,55000,7.0,0,40,20,63443
Edie,Krackhardt,M,605,625-9379,IDEAL,SD,57541,S,Y,35000,0.0,0,0,0,63457
Juan,Freundlich,M,503,639-8653,CORVALLIS,OR,97331,S,Y,50000,9.0,159,0,159,63482
Terrye,Leaver,F,847,795-3178,FARMERSVILLE,IL,62533,M,Y,55000,3.0,0,4000,2000,63493
Tomohiro,Iwayama,F,307,507-9978,JACKSON,WY,83002,S,Y,80000,0.0,0,0,0,63537
Ramamohanrao,Hatcher,F,229,913-3780,HEPHZIBAH,GA,30815,S,Y,15000,6.0,2700,0,3000,63591
Ikuko,Robertson,M,605,717-1778,MISSION,SD,57555,S,Y,40000,0.0,0,0,0,63617
Yukuo,Thebaut,F,504,430-1783,SAINT BENEDICT,LA,70457,M,Y,75000,6.0,0,9000,1000,63619
Walt,Heckroth,M,678,220-6093,PEACHTREE CITY,GA,30269,S,N,15000,6.0,2700,0,0,63654
Chaomei,Sokolin,F,630,409-2549,TAYLOR SPRINGS,IL,62089,M,N,70000,3.0,0,4000,0,63668
Daigo,Gunderson,M,251,610-7612,RAINBOW CITY,AL,35906,S,N,40000,5.0,1500,0,0,63689
Ethem,Bent,M,304,194-5235,DUCK,WV,25063,M,Y,5000,3.0,0,4000,2000,63712
Hinrich,Lapez,F,224,955-2607,HANOVER,IL,61041,M,Y,5000,3.0,0,4000,2000,63717
Mirja,Shimojo,F,870,761-7266,WOODSON,AR,72180,S,Y,30000,7.0,20,0,20,63733
Emilo,Sonenberg,F,318,266-6209,EGAN,LA,70531,S,N,60000,6.0,4500,0,0,63743
Xiaohui,Coombs,F,985,203-4500,GRETNA,LA,70054,M,N,50000,6.0,0,9000,0,63795
Soad,Jezioranski,F,870,773-9882,ROHWER,AR,71666,S,Y,60000,7.0,20,0,20,63797
Zeki,Goodenough,M,870,539-8602,CAMP,AR,72520,M,Y,55000,7.0,0,40,20,63819
Shim,Guggino,F,205,937-8559,BOOTH,AL,36008,S,Y,35000,5.0,1500,0,300,63865
Devina,Zilberstein,F,907,711-4851,UNALASKA,AK,99685,M,N,100000,0.0,0,0,0,63977
Meena,Padiou,M,601,781-7827,OAKLAND,MS,38948,S,Y,60000,5.0,6000,0,1500,64001
Miae,Whitcomb,F,360,280-1704,ELLENSBURG,WA,98926,M,Y,45000,0.0,0,0,0,64031
Biao,Guangyi,M,731,730-7513,PEGRAM,TN,37143,M,Y,80000,0.0,0,0,0,64078
Neville,Viele,M,775,959-8531,RENO,NV,89523,S,N,35000,0.0,0,0,0,64136
